mouse_gene,crispr_tier,CRISPR_CAUSAL,crispr_in_secondary_library,crispr_lfc_primary_D4,crispr_lfc_primary_D15,crispr_lfc_secondary_D4,crispr_lfc_secondary_D15,crispr_max_abs_lfc,crispr_guide_consistency_D15,crispr_guide_FDR_D15,crispr_d4_concordant,crispr_cross_library_agree,crispr_effect_class,crispr_direction,human_gene,ortholog_one2one,ortholog_type,fg_young_tibia_lfc,fg_tibia_vs_phalanx_lfc,fg_young_tibia_FDR,fg_tibia_vs_phalanx_FDR,fg_PZ_vs_HZ_lfc,fg_zone_bias,fg_rat_concordant,FAST_GROWTH,fg_score,mouse_zone_top,mouse_zone_specificity,human_zone_top,human_zone_specificity,human_zonal_detected,human_mouse_zone_concordant,height_n_loci,height_n_studies,height_neglog10p,HEIGHT_GWAS,cd200_D4_log2FC,cd200_D4_FDR,cd200_D15_log2FC,cd200_D15_FDR,maturation_slope,maturation_slope_FDR,sc_GSE125464_top_state,sc_GSE125464_max_expr,sc_GSE201605_top_state,sc_GSE201605_max_expr,sc_GSE231795_top_state,sc_GSE231795_max_expr,sc_GSE244881_top_state,sc_GSE244881_max_expr,sc_GSE271634_top_state,sc_GSE271634_max_expr,sc_GSE288529_top_state,sc_GSE288529_max_expr,sc_GSE76157_top_state,sc_GSE76157_max_expr,sc_consensus_state,sc_n_datasets_agree,sc_n_datasets_detected,sc_expr_max,pert_Dnmt1cKO_log2FC,pert_Dnmt1cKO_FDR,pert_Idh1mut_log2FC,pert_Idh1mut_FDR,pert_Adamts17KO_log2FC,pert_Adamts17KO_FDR,pert_STAT3KD_log2FC,pert_STAT3KD_FDR,pert_n_significant,gp_specificity_score,human_ensembl,sc_crispr,sc_fastgrowth,sc_height,sc_human_zonal,sc_gp_specificity,sc_perturbation,screen_effect,inhibitor_effect_on_maturation,desired_intervention_direction,plate_exhaustion_risk,ensembl,ot_symbol,biotype,target_classes,tractability_buckets,has_smallmolecule_tractability,has_antibody_tractability,ot_is_essential,depmap_n_screens,depmap_mean_gene_effect,depmap_frac_essential,n_safety_liabilities,safety_events,n_mouse_phenotypes,mouse_skeletal_phenotypes,chembl_target_ids,n_compounds_chembl,n_compounds_dgidb,n_approved_compounds,pubmed_total,pubmed_growthplate,obscurity_ratio,n_cancer_hallmarks,hallmark_labels,is_tumour_suppressor,is_oncogene,_annotated,TRACTABLE,tractable_class,sc_tractability,n_compounds,n_direction_matched,has_direction_matched_compound,n_direct_compounds,n_approved,best_pchembl,any_oral,any_black_box,any_withdrawn,strongest_compound,COMPOUND_MAPPED,sc_compound,sc_exposure,pen_essentiality,pen_safety,plate_disorganising_phenotype,pen_development,pen_plate_exhaustion,BLACKLIST,blacklist_reasons,SORT_MARKER_ARTIFACT,EXCLUDED_OBVIOUS,score_positive,score_penalty,total_score,novelty_growthplate_papers
Gm26910,,False,False,0.20822,2.65872,,,2.65872,1.0,,False,False,KO_promotes_maturation,1.0,,False,,,,,,,,,,,,,,,False,False,2.0,2.0,13.39794,True,,,,,,,resting,1.89906,resting,2.17048,resting,2.11915,resting,2.15208,resting,1.35409,resting,1.80015,,,resting,6.0,6.0,2.17048,0.05595,0.99067,-0.03735,0.99957,,,,,0,0.0,,0.08369,0.0,0.16397,0.0,0.57161,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.75585,1.2,-0.44415,
Ppat,,False,False,-0.18165,0.5912,,,0.5912,0.75,0.56416,False,False,KO_promotes_maturation,1.0,PPAT,True,ortholog_one2one,0.01804,-0.30396,0.78597,0.51306,1.17619,proliferative,False,False,-0.02016,proliferative,0.0473,prehypertrophic,0.34674,True,False,,,,False,-0.0831,0.24079,0.31271,0.00592,-0.22476,0.00112,prehypertrophic,4.97563,prehypertrophic,4.6436,proliferative,4.3898,prehypertrophic,5.60058,prehypertrophic,4.92851,proliferative,5.41119,hypertrophic,7.34913,prehypertrophic,4.0,7.0,7.34913,0.52692,0.54761,-0.03853,0.99957,-0.36275,1.0,0.22529,0.88118,0,-0.46797,ENSG00000128059,0.01861,0.00059,0.0,0.02808,0.3693,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.8,False,,False,False,0.35571,0.8,-0.44429,
Sesn2,,False,False,0.00559,0.46566,,,0.46566,0.75,0.68514,False,False,KO_promotes_maturation,1.0,SESN2,True,ortholog_one2one,0.52483,0.01386,0.19035,1.0,-0.5868,hypertrophic,False,False,0.52303,hypertrophic,1.33021,perichondrium,0.15786,True,False,,,,False,0.15549,0.50492,-0.78896,0.00031,-0.1089,0.47927,resting,4.77531,proliferative,5.42196,hypertrophic,4.84047,hypertrophic,5.17939,proliferative,5.66864,hypertrophic,4.89997,proliferative,7.01814,hypertrophic,3.0,7.0,7.01814,-0.10285,0.91736,0.33031,0.75563,,,2.46522,0.09701,0,0.68117,ENSG00000130766,0.01466,0.01738,0.0,0.01278,0.37348,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.8,False,,False,False,0.35571,0.8,-0.44429,
Hs3st5,,False,False,0.14542,1.85985,,,1.85985,1.0,0.13095,False,False,KO_promotes_maturation,1.0,HS3ST5,True,ortholog_one2one,-0.62616,-2.03487,0.28575,0.02655,-0.5034,hypertrophic,True,False,-1.60784,,,prehypertrophic,1.35266,True,False,1.0,1.0,11.39794,True,,,,,,,resting,0.13544,resting,0.04918,resting,0.03652,hypertrophic,0.50537,prehypertrophic,4.29198,resting,2.25906,,,resting,4.0,6.0,4.29198,,,0.3958,,-0.32542,1.0,-0.16587,0.88428,0,1.17032,ENSG00000249853,0.05855,0.07,0.10713,0.10955,0.49407,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.75569,1.2,-0.44431,
Icam1,,False,False,0.22807,0.90358,,,0.90358,0.75,0.49226,False,False,KO_promotes_maturation,1.0,ICAM1,True,ortholog_one2one,-1.37358,-1.115,0.01368,0.50506,-2.54584,hypertrophic,True,False,-1.47003,resting,0.60779,hypertrophic,0.19769,True,False,3.0,3.0,13.0,True,-0.22896,0.38355,1.10296,0.00074,,,resting,6.00014,resting,2.7497,resting,4.58228,resting,4.34048,resting,3.15114,resting,3.99572,proliferative,4.75121,resting,6.0,7.0,6.00014,-0.09977,0.97133,0.06419,0.99957,-0.39358,1.0,-0.154,0.89018,0,-0.04793,ENSG00000090339,0.02844,0.07,0.20202,0.01601,0.56796,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.75568,1.2,-0.44432,
Gstp3,,False,False,0.02687,0.53735,,,0.53735,0.5,0.76441,False,False,KO_promotes_maturation,1.0,,False,,,,,,,,,,,,,,,False,False,2.0,2.0,13.39794,True,,,,,,,,,proliferative,0.24297,proliferative,0.2161,,,resting,0.24986,hypertrophic,0.67485,,,proliferative,2.0,4.0,0.67485,,,,,,,,,0,0.0,,0.01692,0.0,0.16397,0.0,0.23827,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.8,False,,False,False,0.35562,0.8,-0.44438,
Oasl1,,False,False,0.03146,0.52373,,,0.52373,0.75,0.83526,False,False,KO_promotes_maturation,1.0,OASL,True,ortholog_one2one,-0.88134,0.19601,0.54166,0.67651,-2.28506,hypertrophic,False,False,-0.2647,hypertrophic,1.43117,perichondrium,0.06023,True,False,1.0,1.0,10.30103,True,-0.25099,0.11574,-2.8726,0.0,0.56282,0.01182,proliferative,0.07298,,,proliferative,0.10224,prehypertrophic,0.18173,resting,0.2674,prehypertrophic,0.1788,,,prehypertrophic,2.0,5.0,0.2674,5.24882,0.1031,0.432,0.99957,1.12267,1.0,0.64099,0.73762,0,0.66961,ENSG00000135114,0.01649,0.00272,0.10576,0.00488,0.28927,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.8,False,,False,False,0.35562,0.8,-0.44438,
Ly6g5c,,False,False,-0.07059,0.49842,,,0.49842,0.75,0.73415,False,False,KO_promotes_maturation,1.0,LY6G5C,True,ortholog_one2one,,,,,,,,,,,,prehypertrophic,0.695,True,False,,,,False,,,,,,,,,proliferative,0.03147,resting,0.04733,,,proliferative,0.10152,proliferative,0.08234,,,proliferative,3.0,4.0,0.10152,,,-1.5604,,,,-0.22805,0.88864,0,0.35981,ENSG00000204428,0.01569,0.0,0.0,0.05628,0.34901,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.8,False,,False,False,0.35561,0.8,-0.44439,
Slc26a3,,False,False,-0.00189,0.66824,,,0.66824,0.75,0.61061,False,False,KO_promotes_maturation,1.0,SLC26A3,True,ortholog_one2one,0.32011,0.40874,0.56,0.66585,-0.81748,hypertrophic,True,False,0.65742,proliferative,0.23486,prehypertrophic,0.56437,True,False,,,,False,,,,,,,prehypertrophic,0.16372,,,resting,0.02643,,,prehypertrophic,0.31199,hypertrophic,0.31683,,,prehypertrophic,2.0,4.0,0.31683,,,-2.01689,,-0.76209,1.0,,,0,0.00228,ENSG00000091138,0.02104,0.08616,0.0,0.0457,0.23845,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.8,False,,False,False,0.35555,0.8,-0.44445,
Gm10653,,False,False,-1.00341,1.94745,,,1.94745,1.0,,False,False,KO_promotes_maturation,1.0,,False,,1.07172,0.67181,0.08616,0.41292,2.21169,proliferative,False,False,1.32217,,,,,False,False,2.0,2.0,13.39794,True,,,,,,,,,,,,,,,,,,,,,,,,,0.93561,,0.06831,0.99957,0.67065,1.0,,,0,0.0,,0.0613,0.04443,0.16397,0.0,0.07161,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.8,False,,False,False,0.3555,0.8,-0.4445,
Trim34b,,False,False,-0.01188,1.26544,,,1.26544,0.83333,0.19765,False,False,KO_promotes_maturation,1.0,TRIM34,False,ortholog_one2many,-0.22438,0.17082,0.85951,0.68612,-0.39995,shared,False,False,0.14383,,,prehypertrophic,0.64222,True,False,1.0,1.0,15.39794,True,,,,,,,,,,,,,,,,,prehypertrophic,0.03758,,,prehypertrophic,1.0,1.0,0.03758,,,1.58708,,,,0.43839,0.87985,0,0.29476,ENSG00000258659,0.03983,0.00237,0.11213,0.05201,0.17739,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.8,False,,False,False,0.35527,0.8,-0.44473,
Arhgef40,,False,False,-0.1504,0.21567,,,0.21567,0.5,0.87907,False,False,KO_promotes_maturation,1.0,ARHGEF40,True,ortholog_one2one,0.30404,-0.50048,0.44335,0.06266,-0.03243,shared,True,False,0.03222,resting,0.58973,proliferative,0.26189,True,False,4.0,7.0,147.52288,True,-0.09519,0.2712,-0.71454,0.0,0.03296,0.63947,resting,4.94503,resting,5.53064,hypertrophic,4.47864,resting,5.0824,prehypertrophic,5.3602,resting,4.42865,,,resting,4.0,6.0,5.53064,-0.09424,0.91272,-0.04486,0.99957,-0.11837,1.0,-0.19745,0.87985,0,0.01175,ENSG00000165801,0.00679,0.07996,0.40008,0.02121,0.40583,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.75523,1.2,-0.44477,
Eid1,,False,False,0.0779,0.92277,,,0.92277,1.0,0.24418,False,False,KO_promotes_maturation,1.0,EID1,True,ortholog_one2one,-0.24756,0.01219,0.12343,0.20324,0.63098,proliferative,True,False,0.02156,resting,0.29249,hypertrophic,0.05806,True,False,,,,False,-0.24717,0.04006,-0.15246,0.05173,0.1655,0.07618,resting,8.51046,resting,8.16979,resting,8.31689,prehypertrophic,7.99392,prehypertrophic,8.60883,prehypertrophic,8.24522,proliferative,7.69049,prehypertrophic,3.0,7.0,8.60883,-0.2965,0.31253,-0.16942,0.95405,0.20292,1.0,-0.07967,0.9147,0,-0.55964,ENSG00000255302,0.02905,0.07017,0.0,0.0047,0.27898,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.8,False,,False,False,0.35521,0.8,-0.44479,
Ptgdr2,,False,False,-0.076,0.52124,,,0.52124,0.75,0.65315,False,False,KO_promotes_maturation,1.0,PTGDR2,True,ortholog_one2one,-0.0255,-1.25124,0.97779,0.52279,-2.24403,hypertrophic,False,False,-0.68889,resting,0.0816,resting,0.26657,True,True,,,,False,0.23898,0.27275,1.31067,0.00038,0.70369,0.00053,prehypertrophic,0.08418,resting,0.05054,resting,0.02522,,,resting,0.08159,hypertrophic,0.12129,,,resting,3.0,5.0,0.12129,,,0.51907,,,,-0.20082,0.89018,0,-0.52984,ENSG00000183134,0.01641,0.0,0.0,0.62159,0.28125,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.75509,1.2,-0.44491,
Olfr328,,False,False,-0.00128,0.52861,,,0.52861,0.5,0.71559,False,False,KO_promotes_maturation,1.0,,False,,,,,,,,,,,,,,,False,False,2.0,2.0,13.39794,True,,,,,,,,,hypertrophic,0.28428,proliferative,0.1033,,,,,proliferative,0.19765,,,proliferative,2.0,3.0,0.28428,,,,,,,,,0,0.0,,0.01664,0.0,0.16397,0.0,0.23827,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.8,False,,False,False,0.35507,0.8,-0.44493,
Sp110,,False,False,-0.04369,0.89485,,,0.89485,0.75,0.44929,False,False,KO_promotes_maturation,1.0,SP110,False,ortholog_one2many,-1.85758,0.31296,0.06246,0.54953,-4.43836,hypertrophic,True,False,-0.81803,hypertrophic,0.75542,perichondrium,0.29901,True,False,,,,False,,,,,,,prehypertrophic,0.23911,,,hypertrophic,0.27344,prehypertrophic,0.68176,proliferative,0.10152,proliferative,0.52656,,,prehypertrophic,2.0,5.0,0.68176,2.98062,,0.27034,0.99957,1.5257,1.0,1.02537,0.70118,0,0.23598,ENSG00000135899,0.02817,0.07435,0.0,0.02421,0.25624,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.8,False,,False,False,0.35505,0.8,-0.44495,
Gp9,,False,False,0.13764,0.75724,,,0.75724,1.0,0.3487,False,False,KO_promotes_maturation,1.0,GP9,True,ortholog_one2one,-0.25478,-0.88558,0.93644,0.51875,0.63229,proliferative,True,False,-0.59016,hypertrophic,0.12612,resting,0.09379,True,False,1.0,1.0,8.69897,True,,,,,,,proliferative,0.14245,prehypertrophic,0.0541,proliferative,0.16323,prehypertrophic,0.18173,resting,0.02083,resting,0.06455,,,prehypertrophic,2.0,6.0,0.18173,1.66399,,0.82506,,,,,,0,-0.69482,ENSG00000169704,0.02384,0.07,0.10376,0.00759,0.18536,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.8,False,,False,False,0.35504,0.8,-0.44496,
Pbsn,,False,False,0.14876,1.91361,,,1.91361,1.0,0.18607,False,False,KO_promotes_maturation,1.0,,False,,,,,,,,,,,resting,1.11759,,,False,False,2.0,2.0,13.39794,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.75432,,0.06024,0.0,0.16397,0.0,0.12905,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.8,False,,False,False,0.35489,0.8,-0.44511,
Pold4,,False,False,0.15403,0.04915,,,0.15403,0.25,0.9761,False,False,KO_promotes_maturation,1.0,POLD4,True,ortholog_one2one,-0.6563,-0.63092,0.34597,0.74122,-0.73758,hypertrophic,True,False,-0.67807,resting,0.04779,prehypertrophic,0.04117,True,False,,,,False,-0.16208,0.62175,0.56885,0.00331,0.21094,0.0209,resting,5.64301,hypertrophic,5.63313,hypertrophic,6.03085,hypertrophic,5.41038,prehypertrophic,5.10079,hypertrophic,5.87819,proliferative,7.33906,hypertrophic,4.0,7.0,7.33906,-0.23628,0.83482,-0.21943,0.93029,0.47684,1.0,0.28923,0.87985,0,-0.84404,ENSG00000175482,0.00485,0.07,0.0,0.00333,0.34066,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.8,False,,False,False,0.35489,0.8,-0.44511,
Nckap5,,False,False,-0.03298,0.66219,,,0.66219,0.75,0.54861,False,False,KO_promotes_maturation,1.0,NCKAP5,True,ortholog_one2one,0.69957,0.19941,0.07324,0.03801,2.41024,proliferative,False,False,0.76169,resting,1.36645,proliferative,1.72055,True,False,1.0,1.0,16.52288,True,-0.09712,0.46176,-0.84638,6e-05,0.09064,0.59074,prehypertrophic,4.11133,resting,4.22456,hypertrophic,4.01381,resting,7.04327,resting,7.31268,resting,8.84197,,,resting,4.0,6.0,8.84197,-0.22515,0.88325,0.0352,0.99957,-0.52316,1.0,-0.00128,0.99876,0,2.64611,ENSG00000176771,0.02085,0.02568,0.11354,0.13934,0.60646,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.75484,1.2,-0.44516,
A730035I17Rik,,False,False,0.05026,0.32564,,,0.32564,0.5,0.57032,False,False,KO_promotes_maturation,1.0,,False,,,,,,,,,,,resting,1.62332,,,False,False,2.0,2.0,13.39794,True,,,,,,,,,,,hypertrophic,0.27344,,,prehypertrophic,0.56836,resting,0.0,,,hypertrophic,1.0,3.0,0.56836,,,-0.2635,0.99957,,,,,0,1.29909,,0.01025,0.0,0.16397,0.0,0.25387,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.8,False,,False,False,0.35478,0.8,-0.44522,
Ank2,,False,False,-0.06027,0.10945,,,0.10945,0.75,0.64425,False,False,KO_promotes_maturation,1.0,ANK2,True,ortholog_one2one,0.62369,-0.06918,0.0024,0.90637,0.31535,shared,False,True,0.53092,resting,1.12382,perichondrium,0.95652,True,False,1.0,1.0,8.0,True,0.10804,0.19005,0.27077,0.00061,0.18484,0.04208,resting,4.25133,resting,5.71537,resting,3.98666,resting,4.60466,resting,7.14074,resting,6.31026,hypertrophic,4.67608,resting,6.0,7.0,7.14074,-0.27865,0.8118,-0.04148,0.99957,0.42289,1.0,0.13963,0.89676,0,1.44313,ENSG00000145362,0.00345,0.05836,0.10289,0.07746,0.68151,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.75474,1.2,-0.44526,
Mfsd3,,False,False,0.00377,0.63233,,,0.63233,0.75,0.47438,False,False,KO_promotes_maturation,1.0,SLC33A2,True,ortholog_one2one,-0.31692,-1.21945,0.88713,0.23068,2.42639,proliferative,True,False,-0.85616,resting,0.22753,,,False,False,,,,False,0.17115,0.40723,0.06638,0.76745,0.0328,0.61012,prehypertrophic,1.63368,hypertrophic,1.99391,proliferative,0.88222,prehypertrophic,1.88162,prehypertrophic,1.42756,resting,1.66616,,,prehypertrophic,3.0,6.0,1.99391,0.59782,0.8756,0.31482,0.9718,,,,,0,-0.20443,ENSG00000167700,0.0199,0.07,0.0,0.0,0.30604,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.8,False,,False,False,0.35464,0.8,-0.44536,
Cd63,,False,False,0.12255,0.31846,,,0.31846,0.5,0.78137,False,False,KO_promotes_maturation,1.0,CD63,True,ortholog_one2one,-0.95565,-0.41173,0.00251,0.08868,0.29063,shared,True,False,-0.72378,,,proliferative,0.26843,True,False,,,,False,0.11237,0.0953,0.04574,0.37712,0.33636,0.00094,resting,10.07709,hypertrophic,10.16551,hypertrophic,9.81112,prehypertrophic,9.81835,resting,9.42173,prehypertrophic,9.90039,prehypertrophic,8.46132,prehypertrophic,3.0,7.0,10.16551,-0.14318,0.74283,0.11852,0.99029,-0.86166,1.0,-0.08111,0.9093,0,-0.16592,ENSG00000135404,0.01002,0.07,0.0,0.02174,0.30897,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.8,False,,False,False,0.35461,0.8,-0.44539,
Plaa,,False,False,0.05091,0.7807,,,0.7807,0.75,0.56993,False,False,KO_promotes_maturation,1.0,PLAA,True,ortholog_one2one,-0.14,-0.08554,0.77595,0.65222,-0.06882,shared,True,False,0.02515,proliferative,0.00415,hypertrophic,0.25405,True,False,,,,False,0.00767,0.94239,0.08394,0.15742,-0.20771,0.0003,prehypertrophic,4.94781,prehypertrophic,4.85475,hypertrophic,3.9918,resting,4.92028,prehypertrophic,6.25859,proliferative,5.16892,hypertrophic,6.98274,prehypertrophic,3.0,7.0,6.98274,0.49907,0.28608,-0.01238,0.99957,-0.27603,1.0,-0.31168,0.87985,0,-0.62869,ENSG00000137055,0.02458,0.07,0.0,0.02057,0.27373,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.8,False,,False,False,0.35459,0.8,-0.44541,
Nr1h2,,False,False,-0.26614,0.65643,,,0.65643,0.75,0.31474,False,False,KO_promotes_maturation,1.0,NR1H2,True,ortholog_one2one,0.25113,-0.21676,0.1691,0.16861,-0.73275,hypertrophic,False,False,0.18979,resting,0.21394,resting,0.08107,True,True,,,,False,-0.08144,0.4742,0.33086,0.00172,0.08674,0.10645,resting,4.92023,resting,4.97932,resting,4.19337,hypertrophic,4.57664,prehypertrophic,4.55163,hypertrophic,3.92352,,,resting,3.0,6.0,4.97932,0.23244,0.82351,0.03504,0.99957,-1.20729,1.0,0.0156,0.98307,0,-0.61589,ENSG00000131408,0.02066,0.00822,0.0,0.60656,0.2747,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,1.2,False,,False,False,0.75456,1.2,-0.44544,
Ttc4,,False,False,-0.45296,0.84395,,,0.84395,0.75,0.40352,False,False,KO_promotes_maturation,1.0,TTC4,True,ortholog_one2one,0.0399,0.13674,0.42092,0.82139,0.24331,shared,True,False,0.29198,proliferative,0.1445,prehypertrophic,0.13661,True,False,,,,False,0.03025,0.87471,0.14841,0.06472,-0.05124,0.37959,prehypertrophic,4.34255,proliferative,4.68169,hypertrophic,4.08946,prehypertrophic,4.18985,prehypertrophic,5.00643,proliferative,3.89913,hypertrophic,4.64033,prehypertrophic,3.0,7.0,5.00643,-0.07985,0.97097,0.03646,0.99957,-1.00572,1.0,-0.76468,0.80922,0,-0.62225,ENSG00000243725,0.02657,0.07321,0.0,0.01106,0.27422,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.8,False,,False,False,0.35456,0.8,-0.44544,
Rpl4,,False,False,-0.48035,1.19813,,,1.19813,1.0,0.34139,False,False,KO_promotes_maturation,1.0,RPL4,True,ortholog_one2one,0.03674,0.12238,0.5307,0.54838,0.86338,proliferative,False,False,0.28023,hypertrophic,0.07383,proliferative,0.03597,True,False,,,,False,-0.11916,0.08087,0.08984,0.06162,0.06902,0.38721,prehypertrophic,10.62188,prehypertrophic,10.80393,resting,9.8764,prehypertrophic,10.13169,resting,9.92784,proliferative,10.05288,prehypertrophic,9.44175,prehypertrophic,4.0,7.0,10.80393,0.04966,0.93734,-0.00354,0.99957,1.05788,1.0,-0.13109,0.88864,0,-0.82239,ENSG00000174444,0.03772,0.0029,0.0,0.00291,0.34231,0.0,gene_restrains_maturation,accelerates,activate/agonise (preserve resting pool; inhibition risks plate exhaustion),1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,0.0,,,,,,,,,,,False,0.0,0.0,0.0,0.0,False,0.0,0.8,False,,False,False,0.35451,0.8,-0.44549,
